"zip","city","county","stateCode","population","state"
32899,"Orlando","Brevard County","FL",0,"Florida"
32959,"Sharpes","Brevard County","FL",0,"Florida"
33022,"Hollywood","Broward County","FL",0,"Florida"
33039,"Homestead","Miami-Dade County","FL",0,"Florida"
33101,"Miami","Miami-Dade County","FL",0,"Florida"
33388,"Plantation","Broward County","FL",0,"Florida"
33550,"Mango","Hillsborough County","FL",0,"Florida"
33840,"Eaton Park","Polk County","FL",0,"Florida"
34101,"Naples","Collier County","FL",0,"Florida"
34445,"Holder","Citrus County","FL",0,"Florida"
34487,"Homosassa","Citrus County","FL",0,"Florida"
